Time,Background,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10
536,2896.281,2927,2944.731,2926.372,2927.101,2970.548,2915.007,2930.887,2984.096,2961.193,2927.746
537,2897.767,2933.861,2943.84,2932.693,2926.274,2972.48,2908.618,2938.129,2982.404,2968.759,2930.992
538,2893.74,2927.551,2941.244,2928.066,2921.495,2967.124,2909.787,2932.871,2983.192,2966.083,2930.512
539,2894.473,2930.509,2939.968,2927.978,2920.341,2971.684,2909.368,2934.081,2983.75,2968.421,2927.562
540,2895.473,2928.995,2942.404,2930.715,2927.322,2970.215,2915.221,2931.024,2987.09,2967.583,2930.292
541,2899.808,2929.866,2942.968,2921.197,2931.567,2974.983,2909.831,2933.556,2985.897,2963.877,2930.542
542,2900.637,2930.75,2944.154,2932.467,2930.774,2977.571,2912.904,2936.153,2984.801,2960.737,2931.446
543,2898.822,2933.704,2945.391,2926.912,2926.351,2974.785,2907.25,2931.952,2983.795,2963.162,2931.967
544,2895.589,2932.023,2944.199,2928.708,2925.976,2974.401,2910.169,2932.355,2980.724,2963.101,2936.733
545,2893.219,2926.921,2943.429,2925.876,2924.216,2993.881,2908.037,2929.742,2984.686,2964.404,2932.708
546,2896.849,2929.602,2941.039,2928.803,2925.635,2994.497,2912.706,2934.798,2981.846,2965.522,2931.421
547,2899.356,2929.852,2938.115,2928.336,2920.524,2994.35,2917.007,2931.936,2978.891,2960.324,2932.875
548,2897.39,2932.079,2940.814,2925.599,2918.611,2989.819,2906.934,2933.379,2985.936,2968.71,2935.25
549,2894.616,2928.13,2940.609,2920.044,2923.317,2992.785,2905.177,2927.54,2981.058,2966.776,2929.558
550,2896.459,2931.102,2939.731,2927.241,2931.207,2989.345,2912.427,2935.363,2978.474,2967.833,2934.633
551,2899.938,2931.495,2941.724,2927.38,2928.611,2992.322,2910.427,2934.718,2982.006,2970.688,2933.233
552,2894.904,2928.278,2944.064,2927.547,2925.76,2998.582,2914.713,2936.282,2980.994,2967.474,2930.587
553,2898.863,2933.87,2944.628,2928.489,2925.688,3006.153,2913.493,2929.597,2981.141,2963.93,2931.404
554,2897.411,2930.389,2945.461,2926.774,2924.683,3018.407,2913.368,2934.064,2984.833,2968.368,2933.829
555,2897.343,2930.986,2945.577,2933.949,2924.423,3023.831,2915.272,2933.194,2990.84,2969.232,2929.575
556,2894.157,2932.032,2941.237,2922.701,2923.774,3022.785,2915.015,2929.645,2994.526,2969.281,2935.217
557,2894.219,2930.704,2946.192,2927.46,2929.495,3027.22,2910.838,2931.823,2996,2966.438,2933.421
558,2898.418,2932.079,2945.968,2930.869,2930.918,3030.028,2912.463,2935.919,3009.699,2964.61,2934.454
559,2894.562,2933.528,2945.506,2930.307,2929,3026.74,2913.235,2934.298,3008.167,2968.632,2933.375
560,2897.74,2931.329,2941.083,2922.788,2927.438,3026.412,2915.971,2933.436,3016.859,2959.399,2933.217
561,2895.39,2932.898,2943.545,2924.336,2929.245,3028.311,2914.184,2936.234,3020.66,2959.64,2935.221
562,2899.329,2933.13,2948.051,2931.562,2933.058,3030.441,2914.963,2940.734,3023.353,2962.434,2931.804
563,2896.452,2932.139,2941.301,2926.358,2929.745,3029.452,2913.544,2933.573,3036.942,2963.969,2929.517
564,2897.603,2933.824,2945.91,2929.511,2930.327,3024.723,2914.397,2934.145,3035.564,2959.465,2932.6
565,2900.527,2933.444,2944.846,2929.175,2932.817,3026.655,2908.706,2933.992,3040.308,2953.759,2929.196
566,2896.692,2934.255,2946.461,2926.752,2929.904,3029.774,2913.823,2935.814,3036.41,2964.232,2928.071
567,2898.836,2933.611,2935.058,2930.27,2929.481,3027.661,2912.029,2929.702,3044.545,2967.254,2928.387
568,2899.938,2936.134,2946.058,2925.876,2927.202,3028.322,2915.728,2932.395,3050.782,2977.618,2930.879
569,2898.856,2931.481,2949.821,2925.993,2925.798,3027.734,2914.243,2928.089,3047.173,2972.399,2933.079
570,2898.486,2930.903,2945.026,2923.883,2929.711,3023.655,2908.368,2934.427,3046.539,2967.118,2932.225
571,2897.747,2932.407,2947.532,2927.27,2928.452,3030.955,2915,2934.887,3057.679,2972.96,2934.929
572,2895.452,2928.94,2943.147,2927.861,2930.539,3027.469,2911.118,2934.186,3063,2968.373,2931.887
573,2899.5,2930.5,2943.532,2928.905,2926.909,3024.435,2912.265,2929.298,3057.859,2966.688,2932.683
574,2896.027,2931.764,2945.628,2927.372,2930.452,3023.339,2912.868,2934.323,3056.994,2967.285,2930.4
575,2898.993,2930.347,2941.494,2930.832,2925.745,3025.39,2917.404,2930.573,3054.635,2963.868,2931.658
576,2898.171,2930.12,2942.897,2927.489,2933.332,3031.135,2913.618,2932.339,3054.782,2961.632,2929.367
577,2898.993,2929.995,2946.353,2926.35,2925.769,3025.249,2914.39,2936.064,3054.949,2962.057,2936.192
578,2899.794,2932.736,2943.981,2929.277,2929.322,3027.299,2914.169,2931.411,3058.211,2960.895,2937.725
579,2900.993,2931.736,2943.135,2932.606,2931.764,3027.282,2915.059,2934.194,3046.756,2961.838,2934.658
580,2894.938,2930.968,2942.878,2926.92,2931.457,3022.791,2913.588,2937.032,3056.981,2962.478,2933.762
581,2901.719,2932.176,2950.917,2930.073,2928.841,3032.463,2915.573,2938.879,3061.974,2969.092,2937.542
582,2896.206,2932.528,2943.269,2927.175,2931.63,3026.39,2913.485,2933.927,3054.083,2959.364,2933.35
583,2898.897,2932.662,2947.039,2928.212,2931.303,3025.559,2914.559,2929.847,3053.654,2955.719,2932.742
584,2898.445,2934.435,2946.75,2925.387,2930.76,3029.977,2914.603,2933.202,3049.141,2960.969,2932.946
585,2897.13,2931.329,2944.91,2928.131,2931.644,3032.491,2916.772,2931.331,3054.853,2964.676,2934.417
586,2900.747,2937.94,2942.289,2933.474,2927.966,3031.836,2914.978,2932.484,3056.75,2965.728,2936.217
587,2895.206,2934.023,2942.109,2927.292,2928.24,3031.497,2909.177,2933.008,3053.256,2964.197,2931.413
588,2902.61,2929.546,2949.5,2926.664,2929.058,3031.678,2913.397,2931.871,3057.609,2965.645,2936.021
589,2896.151,2928.125,2944.699,2926.022,2926.418,3033.011,2916.213,2935.686,3048.827,2967.46,2932.183
590,2900.308,2932.667,2943.353,2926.453,2925.764,3028.712,2911.765,2932.024,3058.256,2973.092,2933.962
591,2896.377,2935.56,2944.417,2929.628,2925.264,3023.333,2912.184,2932.411,3061.244,2966.127,2931.108
592,2904.055,2933.454,2944.494,2928.766,2925.683,3030.932,2912.838,2931.468,3050.885,2965.562,2930.875
593,2898.671,2932.5,2945.846,2928.547,2923.966,3028.525,2913.721,2932.992,3054.622,2968.768,2931.725
594,2899.589,2936.894,2944.205,2930.445,2924.317,3018.865,2913.191,2932.298,3061.442,2966.934,2932.712
595,2897.952,2935.125,2943.115,2925.942,2923.476,3019.051,2911.809,2928.298,3054.699,2961.89,2931.433
596,2896.089,2929.519,2946.058,2928.891,2921.865,3008.74,2910.448,2934.476,3055.545,2951.667,2929.471
597,2898.082,2935.199,2945.237,2928.854,2921.865,3020.062,2919.029,2930.331,3057.731,2954.732,2934.542
598,2897.336,2928.477,2943.532,2929.117,2923.043,3023.26,2915.794,2934.468,3056.218,2949.158,2934.167
599,2900.151,2933.333,2942.199,2928.044,2920.5,3026.712,2914.382,2933.371,3056.173,2944.535,2933.883
600,2895.514,2936.144,2945.051,2929.394,2921.938,3024.209,2915.302,2931.54,3053.744,2942.566,2930.692
601,2896.603,2934.333,2948.141,2927.168,2926.183,3022.333,2911.213,2932.637,3057.186,2940.438,2928.337
602,2898.425,2933.13,2944.34,2929.007,2921.091,3023.554,2910.573,2937.516,3047.628,2944.18,2927.021
603,2896.034,2933.019,2947.487,2923.708,2925.399,3018.751,2909.404,2932.637,3057.987,2946.184,2927.696
604,2898.294,2932.324,2944.211,2929.387,2922.019,3020.232,2913.838,2933.194,3049.692,2949.338,2924.383
605,2900.555,2930.75,2946.859,2929.766,2924.524,3019.153,2915.735,2933.927,3053.705,2956.544,2924.05
606,2900.63,2939.796,2943.577,2933.693,2926.966,3024.61,2916.191,2931.436,3061.244,2956.188,2929.108
607,2899.021,2932.699,2941.731,2927.474,2923.067,3022.91,2913.529,2934.661,3052.397,2960.816,2924.333
608,2896.541,2933.954,2947.821,2927.569,2929.51,3022.774,2919.698,2932.064,3052.051,2967.088,2927.262
609,2897.377,2934.176,2942.071,2926.569,2927.255,3019.802,2915.537,2929.871,3055.314,2963.96,2924.225
610,2904.925,2935.708,2946.532,2932.343,2927.067,3025.441,2911.882,2935.573,3054.814,2968.443,2929.4
611,2903.5,2937.236,2949.019,2932.146,2929.274,3026.825,2920.331,2933.258,3053.032,2972.254,2926.679
612,2895.151,2932.065,2946.564,2929.117,2925.058,3024.085,2911.985,2934.79,3046.205,2964.324,2928.65
613,2896.884,2932.458,2946.615,2927.533,2927.553,3024.791,2913.493,2932.742,3051.039,2960.833,2928.767
614,2900.918,2932.366,2945.628,2927.547,2921.832,3020.622,2915.448,2933.758,3048.282,2966.215,2932.479
615,2902.096,2935.231,2947.897,2929.328,2926.822,3026.034,2912.434,2934.694,3058.34,2974.324,2929.417
616,2900.678,2934.62,2945.051,2924.226,2923.144,3019.277,2911.302,2926.298,3050.519,2972.794,2927.3
617,2892.692,2934.412,2941.891,2926.759,2924.312,3023.345,2912.853,2934.556,3044.276,2966.228,2927.7
618,2896.39,2930.981,2947.391,2927.482,2924.221,3027.249,2908.985,2932.653,3044.686,2963.114,2925
619,2901.692,2933.907,2943.109,2928.307,2930.101,3020.073,2910.816,2929.863,3049.461,2962.553,2927.167
620,2894.445,2932.694,2949.173,2931.555,2930.433,3018.842,2915.684,2934.137,3050,2963.82,2927.312
621,2899.418,2931.755,2940.558,2932.146,2926.452,3019.718,2907.654,2929.855,3048.776,2955.167,2926.867
622,2893.055,2932.62,2942.41,2927.226,2925.688,3024.294,2914.588,2933.25,3051.282,2958.373,2929.383
623,2898.219,2931.264,2940.647,2924.372,2926.394,3036.271,2912.632,2932.258,3051.539,2954.605,2926.275
624,2900.315,2936.685,2947.34,2928.781,2930.558,3037.011,2912.956,2933.645,3049.731,2957.531,2927.354
625,2898.178,2933.458,2943.673,2927.599,2930.284,3038.599,2914.485,2932.823,3052.603,2960.636,2928.083
626,2900.63,2933.838,2948.026,2928.277,2931.226,3034.644,2913.088,2937.774,3057.013,2963.601,2932.517
627,2892.767,2933.403,2943.064,2928.08,2923.414,3040.797,2912.647,2931.032,3055.109,2957.807,2927.938
628,2893.253,2934.972,2943.436,2926.964,2927.688,3043.678,2908.816,2931.29,3055.641,2960.062,2928.863
629,2897.322,2937,2944.41,2926.423,2925.889,3036.441,2912.044,2932.137,3057.782,2958.974,2929.179
630,2901.288,2934.745,2944.026,2927,2927.654,3034.175,2908.346,2934.234,3057.923,2956.974,2930.833
631,2897.699,2934.991,2947.135,2932.496,2927.067,3033.644,2914.316,2930.04,3053.609,2955.969,2925.679
632,2897.007,2931.731,2941.949,2925.19,2927.086,3040.062,2914.868,2934.355,3052,2955.842,2925.988
633,2893.164,2934.097,2945.391,2933.985,2931.178,3037.203,2911.919,2930.976,3054.987,2951.776,2927.717
634,2902.61,2930.088,2942.045,2928.394,2923.019,3042.243,2914.331,2932.258,3042.449,2959.838,2927.504
635,2898.479,2934.787,2944.327,2930.934,2928.197,3042.887,2916.441,2931.25,3045.897,2962.026,2925.521
636,2898.76,2932.324,2946.885,2925.971,2924.692,3038.525,2909.618,2935.798,3055.936,2957.36,2929.617
637,2897.212,2934.148,2947.423,2930.664,2930.63,3039.396,2911.853,2932.589,3056.808,2953.79,2929.171
638,2894.781,2930.884,2940.641,2926.161,2928.697,3032.282,2912.456,2931.21,3052.16,2960.71,2927.75
639,2900.973,2931.806,2943.34,2932.212,2932.668,3041.113,2910.625,2933.734,3051.41,2957.062,2925.792
640,2898.664,2933.449,2942.564,2931.657,2926.284,3032.661,2911.927,2934.992,3049.365,2953.728,2926.929
641,2898.699,2933.329,2943.942,2927.869,2925.101,3036.966,2914.948,2935.048,3044.59,2949.114,2926.246
642,2895.664,2935.032,2944.808,2928.044,2922.606,3039.147,2907.427,2934.186,3043.878,2947.562,2928.733
643,2896.466,2932.319,2947.385,2925.584,2929.995,3038.678,2908.89,2936.613,3049.949,2952.149,2931.05
644,2895.089,2933.477,2937.904,2923.92,2925.192,3040.989,2909.802,2930.492,3045.045,2956.254,2926.621
645,2898.938,2933.708,2944.282,2926.723,2924.062,3038.695,2915.89,2930.944,3048.724,2951.294,2929.692
646,2902.767,2936.037,2941.167,2931.358,2931.635,3045,2917.706,2933.774,3043.942,2956.926,2929.062
647,2896.212,2929.685,2943.853,2928.241,2928.192,3039,2908.743,2934.847,3040.859,2951.29,2926.308
648,2896.021,2933.352,2943.872,2926.095,2925.567,3038.616,2915.044,2931.952,3040.308,2951.346,2931.046
649,2897.397,2933.37,2945.513,2934.569,2926.548,3039.056,2918.25,2937.629,3053.968,2957.36,2928.583
650,2894.61,2931.699,2941.019,2924.526,2925.702,3036.237,2910.698,2932.613,3045.269,2960.592,2925.229
651,2895.267,2928.944,2941.5,2925.577,2927.168,3045.667,2913.338,2933.097,3042.269,2954.693,2926.5
652,2901.206,2929.014,2939.711,2925.058,2923.836,3046.378,2912.963,2931.29,3049.282,2961.732,2925.471
653,2894.849,2932.671,2940.936,2926.737,2927.361,3039.407,2911.265,2930.774,3042.679,2959.145,2925.808
654,2897.911,2929.463,2940.006,2925.109,2927.942,3049,2912.368,2932.774,3035.711,2968.882,2925.092
655,2900.712,2936.162,2945.276,2928.701,2928.764,3055.175,2913.86,2932.992,3046.115,2971.781,2928.046
656,2898.199,2931.347,2944.308,2930.518,2931.058,3049.955,2910.478,2932.686,3048.481,2967.32,2928.321
657,2897.212,2931.671,2944.199,2926.212,2932.399,3047.904,2910.897,2935.032,3049.276,2964.64,2926.079
658,2897.089,2930.431,2942.59,2926.642,2928.389,3046.096,2910.5,2931.621,3046.058,2966.382,2926.625
659,2896.459,2930.171,2943.929,2930.299,2925.034,3037.785,2906.338,2928.548,3044.449,2966.5,2924.988
660,2899.897,2935.977,2943.224,2931.292,2927.231,3038.328,2913.007,2936.282,3035.096,2973.548,2929.583
661,2897.123,2932.792,2942.167,2925.708,2926.736,3032.944,2911.588,2932.137,3032.295,2967.491,2925.587
662,2897.671,2929.111,2940.244,2932.73,2922.062,3031.079,2909.294,2928.718,3036.083,2968.504,2927.121
663,2896.843,2931.764,2939.385,2924.759,2917.293,3033.774,2908.823,2932.363,3035.628,2967.873,2928.775
664,2898.24,2927.384,2941.545,2928.27,2926.317,3034.525,2913.147,2930,3039.128,2970.938,2928.012
665,2898.137,2929.968,2943.276,2926.781,2923.654,3023.791,2909.669,2931.581,3038.314,2967.351,2925.121
666,2891.726,2927.894,2936.942,2928.62,2925.784,3035.243,2912.735,2929.411,3044.647,2965.482,2930.204
667,2896.555,2932.694,2942.782,2929.701,2925.673,3044.678,2910.118,2931.702,3039.128,2971.886,2930.358
668,2895.822,2934.468,2940.039,2921.445,2922.144,3040.887,2910.052,2929.056,3044.468,2972.149,2932.471
669,2896.267,2929.579,2941.167,2922.38,2925.409,3034.215,2914.632,2932.726,3031.929,2966.75,2925.829
670,2895.24,2931.046,2945.269,2928.095,2924.817,3035.74,2912.14,2933.734,3047.789,2969.926,2929.363
671,2897.685,2931.583,2943.141,2927.679,2930.721,3036.712,2911.243,2931.774,3041.391,2971.14,2930.688
672,2892.76,2929.796,2945.385,2922.416,2926.048,3030.153,2905.904,2931.758,3039.622,2973.412,2926.829
673,2897.075,2931.181,2946.686,2925.19,2926.88,3038.509,2913.044,2934.524,3033.321,2973.724,2937.604
674,2900.308,2926.477,2945.461,2924.299,2928.255,3030.147,2909.213,2930.21,3038.436,2969.702,2930.483
675,2898.767,2933.588,2944.885,2928.898,2929.394,3025.531,2911.706,2933.226,3035.41,2964.36,2934.575
676,2898.185,2928.912,2939.211,2926.182,2928.664,3029.311,2910.897,2932.008,3040.468,2964.158,2931.837
677,2899.911,2930.824,2941.519,2926.489,2924.039,3026.757,2911.228,2932.863,3039.673,2967.71,2929.708
678,2900.041,2935.597,2944.654,2931.124,2920.481,3039.441,2912.662,2930.436,3048.955,2963.079,2932.817
679,2896.5,2930.083,2942.481,2927.927,2926.231,3032.616,2911.221,2935.702,3037.032,2961.768,2930.65
680,2897.507,2932.495,2948.103,2933.212,2927.077,3036.401,2912.456,2933.944,3050.346,2960.355,2931.358
681,2904.911,2930.917,2945.397,2927.27,2929.678,3042.192,2914.243,2932.677,3048.5,2960.281,2932.25
682,2897.712,2933.583,2947.423,2929.292,2928.091,3038.418,2913.463,2928.766,3047.705,2970.009,2932.675
683,2898.048,2931.903,2943.019,2927.613,2927.471,3033.328,2913.735,2929.823,3048.692,2971.531,2932.875
684,2898.623,2933.616,2945.353,2930.036,2927.178,3032.678,2912.235,2935.186,3034.333,2969.43,2933.913
685,2901.89,2929.014,2949.205,2931.234,2927.938,3034.051,2911.287,2935.371,3031.218,2970.026,2936.546
686,2899.527,2928.222,2942.782,2925.015,2931.558,3032.463,2914.147,2930.532,3017.301,2970.373,2931.267
687,2898.027,2931.856,2946.981,2930.409,2931.827,3037.034,2910.765,2933.048,3032.904,2970.333,2933.608
688,2894.884,2934.745,2945.231,2926.095,2932.606,3032.74,2913.235,2932,3021.154,2966.917,2934.962
689,2899.808,2932.366,2937.942,2921.672,2924.841,3032.565,2912.037,2932.436,3033.744,2966.36,2932.6
690,2898.069,2934.06,2941.686,2926.489,2927.447,3026.452,2911.956,2929.903,3031.737,2970.074,2930.837
691,2900.993,2932.731,2942.128,2924.526,2926.067,3029.927,2908.404,2929.814,3035.128,2972.851,2929.188
692,2897.185,2935.204,2944.718,2928.898,2928.745,3029.701,2914.897,2931.492,3044.84,2969.877,2929.642
693,2892.26,2933.861,2943.039,2929.905,2925.63,3025.847,2911.846,2930.887,3030.711,2971.018,2926.596
694,2898.384,2928.361,2944.756,2925.664,2921.769,3028.644,2912.691,2928.186,3028.218,2968.026,2926.371
695,2898.918,2932.949,2946.5,2927.19,2925.519,3026.593,2909.61,2929.186,3039.84,2971.899,2926.604
696,2897.37,2930.028,2946.789,2923.38,2924.62,3027.435,2910.14,2933.314,3046.737,2971.066,2931.567
697,2897.808,2931.435,2941.961,2926.796,2923.591,3026.932,2911.757,2934.29,3048.923,2967.588,2928.062
698,2899.459,2931.718,2944.109,2921.438,2927.38,3020.531,2911.882,2932.597,3039.801,2964.61,2929.042
699,2898.055,2931.829,2943.981,2924.803,2922.981,3020.175,2910.927,2934.113,3045.506,2973.048,2927.921
700,2894.404,2931.31,2942.532,2923.365,2923.889,3017.305,2911.529,2932.831,3045.404,2970.917,2928.663
701,2892.822,2930.153,2940.724,2920.679,2918.495,3014.062,2905.493,2928.194,3044.75,2966.895,2928.621
702,2897.37,2929.569,2940.244,2925.759,2921.404,3016.215,2908.382,2928.847,3043.667,2962.43,2931.35
703,2897.377,2935.13,2942.84,2924.307,2924.414,3025.847,2910.552,2931.984,3035.872,2969.522,2928.171
704,2901.904,2933.014,2944.814,2926.263,2925.654,3016.509,2913.809,2935.823,3041.013,2972.596,2931.467
705,2900.206,2935.62,2945.885,2924.745,2930.216,3016.418,2912.515,2934.218,3036.289,2967.136,2929.379
706,2896.514,2930.431,2938.192,2926.073,2926.716,3008.282,2908.213,2937.202,3036.737,2968.688,2928.858
707,2898.877,2928.773,2938.949,2921.737,2925.827,3012.412,2912.5,2924.492,3041.128,2961.706,2933.179
708,2897.808,2932.019,2939.846,2924.547,2926.586,3020.356,2910.772,2928.742,3038.673,2969.066,2927.983
709,2894.657,2933.977,2947.853,2926.175,2927.789,3013.373,2910.919,2932.548,3034.641,2969.812,2931.071
710,2900,2931.306,2942.513,2921.65,2924.764,3012.282,2912.875,2929.258,3035.904,2967.531,2930.5
711,2898.877,2926.394,2943.455,2923.036,2924.606,3008.266,2911.154,2927.387,3038.885,2969.004,2929.229
712,2897.041,2933.958,2941.295,2924.92,2930.452,3012.39,2910.934,2933.161,3046.103,2973.904,2931.842
713,2897.973,2929.949,2945.724,2923.08,2926.452,3009.712,2913.654,2934.96,3048.032,2971.25,2934.767
714,2896.931,2934.111,2943.269,2926.547,2931.548,3004.938,2913.912,2930.839,3047.66,2967.904,2931.992
715,2895.945,2929.023,2944.455,2925.095,2927.851,3010.582,2909.89,2932.911,3054.205,2968.395,2928.042
716,2900.069,2930.866,2945.487,2931.168,2929.947,3007.333,2912.448,2932.952,3043.795,2969.68,2934.554
717,2895.644,2934.463,2946.756,2931.328,2927.702,3004.073,2915.478,2932.782,3045.34,2971.426,2936.179
718,2895.76,2936.116,2946.673,2926.394,2928.524,2999.87,2910.823,2931.266,3039.961,2966.605,2932.913
719,2900.274,2936.079,2947.891,2928.912,2931.865,2998.373,2916.154,2935.194,3043.289,2967.36,2934.413
720,2895.582,2928,2942.808,2923.504,2926.76,2999.175,2905.404,2930.919,3032.179,2963.956,2928.038
721,2897.397,2933.444,2942.75,2924.693,2927.062,3008.853,2912.544,2932.25,3039.244,2969.346,2930.654
722,2899.343,2934.019,2941.891,2926.949,2928.803,3009.78,2916,2931.597,3049.083,2966.136,2931.608
723,2899.11,2932.347,2941.154,2925.92,2925.798,3006.311,2910.456,2938.153,3044.263,2967.324,2932.971
724,2899.315,2931.806,2944.923,2928.613,2924.457,3010.706,2917.037,2933.282,3051.801,2971.531,2933.658
725,2897.103,2932.269,2948.545,2926.584,2927.082,3015.198,2910.191,2931.258,3052.282,2969.254,2933.725
726,2896.569,2934.625,2942.603,2928.146,2930,3009.441,2913.353,2938.46,3052.885,2966.531,2937.75
727,2899.322,2934.847,2944.494,2927.672,2925.625,3018.729,2910.14,2934.782,3047.353,2974.013,2937.837
728,2898.979,2933.815,2942.532,2928.635,2922.361,3017.48,2912.022,2936.992,3051.436,2973.803,2938.054
729,2898.664,2931.639,2944.596,2928.504,2929.567,3007.062,2911.618,2931.944,3041.385,2971.447,2933.538
730,2898.706,2932.468,2947.295,2927.891,2926.971,3013.017,2912.25,2936,3041.039,2975.026,2934.733
731,2895.589,2932.634,2940.615,2928.993,2925.37,3016.859,2914.235,2930.048,3040.083,2972.443,2936.688
732,2898.274,2931.861,2939.404,2923.088,2925,3010.757,2910.846,2929.234,3038.539,2972.996,2934.833
733,2899.884,2934.306,2944.609,2927.971,2924.726,3014.367,2912.346,2933.71,3049.269,2975,2937.913
734,2900.706,2934.463,2942.885,2927.314,2920.159,3009.102,2913.757,2931.403,3044.673,2978.96,2934.754
735,2899.425,2935.681,2943.814,2924.526,2926.322,3010.672,2912.309,2935.403,3042.333,2977.158,2936.837
736,2901.781,2933.222,2946.244,2923.635,2927.832,3005.277,2915.713,2931.129,3040.391,2973.312,2936.217
737,2900.007,2935.69,2948.744,2931.489,2925.024,3005.604,2911.552,2933.25,3045.929,2974.829,2935.321
738,2900.664,2934.333,2944.801,2932.759,2925.62,2998.932,2916.243,2938.936,3032.205,2976.676,2934.854
739,2901.37,2932.519,2944.154,2926.818,2921.135,3009.305,2911.081,2935.202,3024.679,2970.917,2938.225
740,2901.582,2933.597,2944.737,2929.745,2924.952,3015.378,2916.279,2938.306,3038.622,2970.509,2934.812
741,2900.192,2934.556,2947.16,2928.153,2923.909,3015.147,2911.456,2934.839,3028.872,2969.145,2932.529
742,2905.103,2933.995,2946.628,2927.226,2923.601,3019.396,2910.985,2931.686,3051.404,2976.947,2934.462
743,2896.938,2933.176,2942.692,2927.905,2925.5,3017.362,2915.052,2931.29,3041.436,2978.579,2932.029
744,2896.431,2936.88,2947.481,2925.803,2923.952,3014.876,2916.897,2937.46,3044.539,2975.154,2932.271
745,2897.952,2937.171,2948.25,2926.416,2922.394,3018.096,2916.654,2932.758,3048.282,2983.618,2931.817
746,2902.356,2934.292,2944.75,2922.847,2925.861,3022.311,2917.632,2933.169,3041.577,2981.39,2937.067
747,2899.349,2930.764,2943.981,2922.693,2923.529,3020.073,2911.897,2933.734,3044.744,2978.952,2932.358
748,2901.178,2935.208,2945.141,2924.526,2927.029,3015.825,2910.89,2930.984,3036.365,2976.895,2933.346
749,2900.377,2932.042,2947.115,2925.496,2923.923,3015.712,2911.493,2932.718,3049.609,2975.601,2934.283
750,2896.219,2931.44,2940.942,2929.168,2923.37,3015.339,2911.419,2931.314,3037.385,2969.496,2929.279
751,2901.808,2933.653,2941.647,2926.197,2926.091,3013.39,2915.691,2934.314,3043.564,2962.667,2934.021
752,2901.151,2935.315,2944.34,2928.401,2927.519,3012.39,2913.39,2927.073,3041.365,2960.846,2934.204
753,2905.185,2936.333,2948.641,2925.92,2930.625,3020.446,2916.427,2931.887,3037.103,2966.934,2933.908
754,2900.541,2937.62,2948.064,2927.474,2928.356,3020.141,2914.198,2938.016,3042.711,2967.754,2931.392
755,2897.637,2930.296,2944.814,2924.686,2926.539,3014.599,2906.713,2933.476,3035.923,2969.702,2931.842
756,2898.37,2932.44,2945.724,2928.526,2928.202,3011.87,2910,2931.371,3036.853,2965.649,2934.292
757,2898.144,2932.403,2940.429,2929.839,2929.438,3020.13,2915.772,2935.952,3034.122,2973.855,2931.15
758,2897.986,2934.315,2941.731,2923.489,2933.053,3016.187,2909.184,2930.653,3031.385,2977.855,2929.583
759,2898.356,2937.588,2945.853,2929.27,2932.082,3012.441,2913.721,2934.581,3033.853,2976.368,2935.854
760,2899.233,2935.551,2939.718,2926.358,2928.221,3012.153,2910.191,2933.056,3026.269,2974.557,2928.442
761,2899.411,2933.037,2944.596,2926.204,2927.38,3008.328,2909.191,2935.073,3034.628,2972.438,2928.142
762,2898.664,2933.38,2944.596,2929.146,2927.529,3006.571,2914.537,2932.952,3028,2979.482,2928.075
763,2896.856,2935.63,2943.744,2921.438,2929.904,2996.853,2911.162,2930.242,3032.628,2978.224,2929.942
764,2899.233,2932.912,2945.032,2928.869,2923.072,2998.107,2913.309,2935.887,3031.679,2972.316,2930.2
765,2897.623,2933.569,2942.051,2921.993,2921.779,3002.808,2914.552,2933.113,3039.301,2974.232,2927.171
766,2895.973,2933.977,2944.558,2923.759,2923.082,2990.034,2913.478,2933.903,3043.635,2969.71,2927.408
767,2904.603,2933.296,2948.756,2930.109,2923.798,2983.124,2913.081,2936.032,3045.705,2970.504,2930.3
768,2894.623,2932.556,2947.891,2932.92,2923.125,2980.836,2912.831,2934.008,3031.353,2974.188,2928.325
769,2897.815,2933.931,2942.263,2931.861,2921.524,2988.424,2915.331,2931.919,3038.481,2963.39,2925.004
770,2899.308,2935.528,2943.91,2921.752,2924.803,2980.102,2915.882,2932.024,3034.968,2965.342,2928.812
771,2897.966,2936.31,2949.942,2927.139,2925.356,2977.412,2915.302,2932.573,3033.128,2964.57,2927.833
772,2897.301,2933.824,2946.314,2925.949,2927.505,2971.655,2911.948,2933.871,3032.365,2960.281,2927.312
773,2898.479,2930.12,2941.897,2924.533,2924.918,2970.017,2911.448,2934.024,3029.981,2963.926,2931.121
774,2895.479,2934.222,2946.846,2933.92,2924.63,2972.842,2917.316,2931.903,3020.577,2958.346,2929.592
775,2897.014,2938.917,2942.942,2926.635,2922.173,2976.367,2913.544,2936.532,3033.551,2964.092,2930.067
776,2897.486,2934.199,2941.321,2925.818,2922.534,2975.667,2911.684,2934.806,3034.603,2960.509,2930.712
777,2901.836,2931.301,2947.853,2926.255,2929.995,2987.396,2912.86,2933.194,3034.289,2958.618,2929.067
778,2900.226,2934.204,2949.949,2928.993,2926.755,2991.164,2917,2936.677,3036.289,2955.838,2927.812
779,2903.671,2931.972,2948.539,2927.679,2929.452,2993.836,2918.25,2930.242,3047.071,2956.61,2931.5
780,2896.664,2935.106,2948.34,2925.861,2924.168,2998.322,2914.338,2935.032,3043.84,2952.996,2930.4
