Time,Background,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10
3115,2914.192,2948.079,2962.827,2938.606,2934.351,2983.068,2929.559,2950.145,3056.526,2976.281,2936.442
3116,2915.116,2946.731,2964.59,2934.606,2934.957,2985.028,2927.309,2951.669,3065.571,2980.697,2940.575
3117,2916.438,2948.958,2967.545,2937.314,2935.673,2983.831,2929.529,2947.919,3060.808,2980.421,2943.85
3118,2914.343,2947.713,2968.519,2937.956,2935.125,2983.051,2929.132,2955.331,3062.122,2977.307,2940.863
3119,2910.808,2948.361,2968.532,2941.226,2937.548,2983.328,2929.206,2948.879,3064.481,2980.21,2941.454
3120,2912.692,2943.551,2961.231,2937.161,2936.019,2982.881,2924.787,2952.564,3061.468,2980.513,2940.654
3121,2913.069,2945.431,2967.872,2936.518,2931.514,2982.52,2930.177,2955,3058.506,2972.496,2940.271
3122,2913.486,2950.889,2967.237,2938.832,2935.418,2987.107,2928.448,2956.984,3064.91,2967.794,2942.317
3123,2916.116,2947.287,2971.846,2941.38,2933.933,2982.446,2929.265,2953.79,3064.019,2971.162,2940.908
3124,2913.151,2945.63,2965.282,2937.022,2935.231,2984.446,2931.846,2948.169,3056.186,2974.846,2941.238
3125,2912.843,2947.87,2972.051,2945.029,2936.702,2979.378,2930.346,2951.476,3053.314,2972.566,2945.225
3126,2912.206,2947.583,2967.994,2936.182,2933.312,2983.328,2930.147,2949.282,3058.064,2973.921,2943.375
3127,2916.418,2947.644,2968.519,2941.781,2938.039,2987.582,2931.007,2953.202,3056.699,2978.842,2948.45
3128,2910.514,2943.977,2964.641,2934.285,2933.702,2985.565,2929.434,2949.686,3050.41,2979.013,2946.371
3129,2914.575,2948.954,2967.487,2939.796,2937.058,2985.294,2931.14,2949.564,3063.026,2981.004,2945.921
3130,2914.438,2949.819,2966.711,2937.168,2937.688,2981.187,2929.338,2947.823,3057.385,2970.246,2948.392
3131,2913.589,2948.162,2969.539,2939.255,2938.543,2986.565,2930.544,2955.645,3063.218,2972.553,2950.625
3132,2914.904,2948.444,2971.603,2942.051,2937.115,2986.627,2930.338,2953.484,3057.539,2965.062,2945.704
3133,2918.877,2948.148,2971.929,2938.708,2935.644,2983.763,2930.147,2950.008,3063.955,2964.228,2950.996
3134,2917.206,2950.681,2968.545,2936.766,2937.495,2983.418,2933.368,2954.137,3065.013,2972.254,2945.3
3135,2911.048,2950.421,2967.276,2932.343,2933.702,2984.819,2926.831,2952.653,3063.122,2973.101,2945.725
3136,2909.931,2946.31,2967.667,2936.905,2937.082,2989.853,2931.838,2945.895,3063.026,2976.781,2949.938
3137,2913.712,2949.69,2968.039,2940.876,2936.938,2987.865,2929.382,2950.234,3064.179,2980.083,2948.429
3138,2915.062,2949.704,2967.353,2937.051,2934.923,2987.898,2932,2951.21,3059.109,2978.176,2945.6
3139,2913.445,2952.375,2968.917,2939.124,2936.216,2984.056,2932.721,2950.016,3048.968,2976.079,2944.875
3140,2918.096,2948.5,2970.872,2936.08,2939.793,2986.48,2932.963,2955.548,3040.096,2977.171,2945.504
3141,2915.466,2949.213,2969.724,2940.168,2935.38,2979.78,2931.757,2952.855,3047.244,2979.079,2946.925
3142,2914.356,2947.764,2972.974,2939.46,2939.005,2990.712,2932.154,2950.508,3057.961,2979.904,2945.829
3143,2912.219,2947.324,2970.545,2938.372,2936.394,2989.412,2928.86,2951.363,3058.179,2977.456,2945.379
3144,2908.822,2947.639,2965.827,2937.299,2933.673,2983.243,2928.206,2951.427,3046.391,2980.443,2942.979
3145,2912.843,2947.644,2969.718,2936.38,2936.202,2982.972,2929.309,2953.008,3058,2977.193,2946.012
3146,2910.267,2951.505,2967.282,2938.292,2932.659,2982.181,2927.684,2950.274,3053.756,2976.824,2942.296
3147,2911.493,2949.264,2970.289,2939.708,2933.168,2986.604,2932.235,2953.129,3059.84,2983.092,2944.3
3148,2914.651,2948.458,2963.686,2940.861,2933.87,2983.898,2932.912,2951.581,3056.853,2976.57,2945.967
3149,2915.63,2947.921,2969.923,2940.066,2936.961,2986.966,2927.956,2954.831,3058.231,2977.61,2946.363
3150,2913.288,2947.662,2970.519,2937.898,2932.918,2984.486,2931.485,2950.952,3060.494,2977.601,2943.796
3151,2916.048,2949.556,2968.224,2937.54,2934.226,2985.989,2928.948,2956.04,3061.192,2979.513,2946.137
3152,2910.836,2947.421,2967.429,2935.796,2934.279,2984.124,2927,2951.597,3062.436,2974.009,2946.642
3153,2909.664,2943.819,2968.987,2937.788,2933.99,2991.768,2928.75,2950.371,3065.321,2975.781,2945.188
3154,2913.931,2946.273,2967.615,2940.818,2936.784,2990.819,2926.323,2952.339,3074.436,2970.25,2946.387
3155,2911.034,2950.037,2967.077,2938.234,2933.149,2986.362,2923.544,2949.726,3065.346,2974.079,2944.675
3156,2914.589,2947.949,2968.699,2935.599,2936,2988.412,2930.963,2953.266,3057.789,2976.123,2946.146
3157,2912.069,2946.63,2963.359,2939.482,2931.264,2989.277,2927.213,2947.452,3059.019,2975.465,2946.008
3158,2916.466,2949.505,2965.679,2932.839,2930.164,2990.932,2927.831,2949.064,3061,2974.404,2947.512
3159,2913.938,2948.065,2969.84,2939.577,2931.197,2989.034,2927.86,2949.653,3054.006,2978.21,2947.004
3160,2908.452,2947.866,2965.596,2938.533,2929.519,2988.774,2929.919,2951.081,3058.603,2971.851,2945.475
3161,2916.74,2949.245,2966.378,2938.007,2932.279,2996.407,2928.257,2950.992,3062.103,2971.645,2948.967
3162,2912.925,2950.926,2966.179,2937.774,2932.995,3002.09,2928.235,2955.056,3068.378,2965.127,2945.217
3163,2918.993,2952.5,2967.711,2943.015,2936.019,3017.311,2928.86,2955.323,3067.019,2962.294,2943.817
3164,2915.329,2950.088,2966.603,2935.606,2929.077,3019.847,2930.323,2955.895,3065.763,2965.645,2944.104
3165,2912.966,2947.708,2967.961,2938.533,2928.341,3023.401,2929.816,2950.161,3061.244,2968.649,2942.946
3166,2920.178,2946.884,2970.756,2936.124,2931.202,3023.124,2929.448,2951.242,3063.551,2968.101,2945.808
3167,2915.13,2952.477,2968.577,2942.942,2936.202,3029.763,2932.25,2958.105,3062.211,2978.013,2945.954
3168,2916.849,2945.111,2967.859,2940.664,2928.024,3030.486,2928.507,2950.355,3061.218,2973.39,2943.846
3169,2909.534,2949.361,2966.91,2939.015,2934.505,3032.542,2931.941,2947.145,3055.84,2973.759,2945.262
3170,2909.384,2947.213,2969.494,2938.058,2926.168,3033.135,2929.596,2951.032,3064.006,2977.368,2944.571
3171,2910.836,2942.921,2962.013,2935.182,2928.711,3026.785,2929.294,2953.944,3054.795,2969.246,2944.988
3172,2917.514,2949.657,2963.083,2935.847,2932.774,3030.847,2935.184,2952.556,3053.019,2976.79,2944.296
3173,2914.657,2949.801,2972.711,2939.445,2931.394,3035.576,2932.522,2950.298,3061.494,2979.333,2945.646
3174,2916.966,2948.833,2971.397,2940.022,2930.125,3036.48,2935.154,2953.564,3054.526,2978.162,2950.446
3175,2914.808,2950.12,2970.282,2940.905,2933.255,3033.073,2932.618,2957.444,3055.269,2975.579,2949.25
3176,2913.603,2949.69,2967.609,2940.701,2929.043,3035.345,2926.89,2950.444,3056.673,2970.105,2947.738
3177,2913.637,2948.227,2965.391,2936.051,2929.582,3031.893,2927.338,2949.718,3058.269,2970.096,2946.092
3178,2916.63,2953.264,2968.045,2935.956,2929.615,3033.785,2935.154,2950.484,3053.128,2976.202,2944.767
3179,2911.747,2949.694,2969.853,2938.365,2931.327,3029.763,2929.794,2949.766,3055.186,2970.544,2946.025
3180,2907.719,2949.542,2966.846,2936.416,2932.99,3031.893,2929.581,2953.823,3043.667,2972.18,2944.446
3181,2916.945,2950.759,2968.115,2934.234,2929.486,3027.627,2929.868,2955.637,3044.391,2972.526,2948.371
3182,2914.185,2949.051,2969.192,2938.679,2931.731,3028.243,2931.338,2955.46,3045.321,2971.991,2945.367
3183,2915.897,2948.097,2969.968,2937.175,2932.404,3028.282,2927.603,2954.097,3042.532,2969.009,2948.738
3184,2912.37,2951.972,2970.205,2939.92,2933.178,3024.797,2928.802,2950.524,3047.66,2972.86,2948.617
3185,2917.075,2951.264,2971.615,2939.847,2934.269,3032.554,2931.515,2954.556,3050.872,2969.303,2946.342
3186,2914.781,2949.282,2970.308,2936.788,2932.961,3028.559,2933.309,2954.137,3046.128,2974.303,2946.825
3187,2914.706,2952.412,2972.737,2939.029,2931.409,3031.339,2931.434,2953.468,3053.205,2967.763,2951.642
3188,2914.144,2952.806,2967.378,2939.35,2936.197,3023.571,2926.698,2952.556,3044.686,2965.404,2947.242
3189,2918.315,2951.676,2975.628,2937.847,2933.914,3026.582,2928.838,2950.702,3032.955,2962.803,2945.879
3190,2914.918,2949.338,2970.865,2938.431,2932.803,3025.102,2930.221,2956.79,3039.865,2960.882,2942.317
3191,2916.719,2949.782,2972.064,2941.394,2938.207,3028.051,2932.493,2953.177,3041.891,2958.224,2949.367
3192,2912.253,2951.792,2976.051,2940.255,2936.279,3025.763,2926.257,2952.79,3034.692,2955.18,2944.329
3193,2910.788,2950.014,2969.59,2936.029,2935.159,3026.633,2925.618,2952.774,3030,2951.938,2947.442
3194,2915.788,2950.125,2970.609,2939.38,2934.072,3026.169,2926.419,2951.177,3022.289,2955.737,2946.571
3195,2916.774,2946.454,2966.801,2937.599,2934.702,3022.859,2927.706,2947.411,3031.083,2959.667,2943.65
3196,2917.808,2947.361,2972.59,2939.664,2934.798,3016.599,2927.846,2952.831,3027.282,2959.487,2944.883
3197,2913.555,2948.398,2968.59,2934.219,2931.207,3016.401,2925.794,2952.411,3040.359,2969.71,2948.192
3198,2912.418,2946.116,2969.532,2939.54,2934.952,3010.565,2927.86,2951.564,3033.006,2966.68,2943.854
3199,2913.041,2949.032,2968.59,2940.62,2936.361,3002.017,2928.412,2954.226,3034.744,2969.553,2945.988
3200,2911.281,2952.574,2971.224,2939.117,2940.101,2998.356,2934.419,2949.823,3033.199,2969.956,2947.217
3201,2911.644,2952.167,2969.609,2937.321,2940.553,2995.876,2929.368,2956.605,3034.231,2966.053,2945
3202,2919.904,2948.843,2970.564,2937.657,2936.981,2991.542,2928.61,2952.694,3024.199,2963.518,2945.65
3203,2914.37,2949.741,2970.308,2943.796,2940.688,2988.429,2927.64,2953.823,3036.41,2957.842,2949.867
3204,2916.603,2950.282,2972.66,2937.81,2941.87,2986.684,2929.816,2951.944,3043.276,2959.053,2948.317
3205,2911.322,2947.625,2961.205,2936.993,2939.856,2979.463,2925.89,2949.774,3039.25,2957.035,2949.321
3206,2916.534,2948.431,2969.718,2941.19,2936.914,2983.565,2927.559,2953.081,3034.532,2965.803,2941.058
3207,2909.185,2946.009,2964.455,2939.19,2936.976,2978.96,2924.287,2953.064,3018.821,2964.219,2942.317
3208,2911.301,2946.491,2966.577,2937.796,2933.899,2983.842,2923.316,2945.968,3018.66,2969.259,2940.754
3209,2909.952,2947.361,2968.628,2936.292,2937.164,2985.141,2927.765,2955.758,3041.506,2970.574,2940.942
3210,2911.315,2948.421,2968.365,2937.927,2935.173,2988.378,2930.529,2949.984,3042.955,2974.684,2941.725
3211,2916.349,2945.25,2971.628,2936.255,2933.553,2984.944,2928.191,2950.863,3044.308,2976.206,2942.292
3212,2910.794,2948.593,2968.34,2942.533,2938.668,2988.718,2930.61,2952.548,3039.449,2974.092,2941.433
3213,2912.931,2948.361,2968.365,2938.044,2932.822,2985.695,2933.441,2951.734,3047.571,2974.07,2944.925
3214,2915.164,2950.889,2973.173,2940.613,2933.106,2986.237,2935.831,2952.992,3048.865,2973.566,2942.729
3215,2917.096,2948.486,2970.84,2936.08,2935.125,2984.011,2932.073,2954.161,3047.013,2969.215,2946.337
3216,2915.74,2950.773,2970.846,2937.182,2938.019,2988.836,2932.89,2952.363,3037.404,2969.996,2949.071
3217,2914.76,2951.514,2966.077,2941.964,2937.779,2988.486,2927.794,2953.629,3044.006,2965.846,2945.171
3218,2913.007,2952.968,2968.071,2940.219,2936.668,2985.955,2930.029,2957.758,3049.577,2970.732,2946.546
3219,2911.801,2948.949,2965.455,2942.044,2932.365,2989.949,2930.088,2951.218,3043.218,2971.421,2940.492
3220,2912.418,2948.495,2968.853,2935.044,2933.519,2987.537,2928.934,2951.895,3047.167,2972.5,2942.554
3221,2911.534,2946.81,2968.186,2939.234,2935.173,2989.734,2926.125,2951,3058.513,2973.158,2945.95
3222,2911.993,2948.231,2969.186,2941.328,2937.154,2988.322,2928.338,2947.879,3062.449,2977.123,2944.921
3223,2912.308,2950.861,2972.244,2940.073,2938.24,2993.904,2930.971,2949.064,3053.59,2972.127,2944.613
3224,2910.185,2946.958,2966.532,2937.518,2937.399,2988.045,2924.081,2945.113,3053.776,2969.364,2944
3225,2916.569,2948.778,2965.211,2939,2938.221,2998.678,2930.39,2951.5,3063.769,2974.728,2945.504
3226,2909.062,2946.792,2967.711,2938.526,2935.12,2998.362,2930.927,2946.073,3058.026,2965.404,2941.129
3227,2914.774,2950.773,2968.032,2938.365,2936.385,3000.644,2930.743,2953.814,3065.211,2970.741,2948.7
3228,2912.753,2947.292,2966.795,2937.051,2935.231,3000.593,2926.323,2951.847,3059.045,2961.447,2944.113
3229,2915.027,2947.699,2963.545,2938.19,2940.596,3005.192,2933.177,2949.419,3060.846,2961.057,2947.542
3230,2918.164,2951.616,2971.071,2938.285,2938.601,3004.509,2927.75,2951.048,3053.141,2965.438,2950.329
3231,2916.582,2949.792,2970.718,2936.555,2938.346,3001.91,2935.728,2951.621,3051.705,2966.715,2948.562
3232,2913.63,2949.958,2966.045,2937.912,2934.106,2994.356,2930.36,2950.823,3045.474,2966.544,2948.5
3233,2915.918,2948.769,2970.558,2945.898,2935.139,2993.622,2929.015,2950.629,3039.981,2966.667,2949.55
3234,2910.623,2948.324,2971.731,2941.613,2933.909,2990.175,2927.743,2952.968,3040.077,2969.074,2947.508
3235,2917,2950.699,2964.256,2939.467,2939.154,2992.006,2928.779,2955.194,3047.526,2974.355,2948.354
3236,2911.253,2951.231,2970.039,2941.321,2941.01,2993.441,2930.904,2955.927,3055.84,2974.833,2946.204
3237,2906.048,2947.755,2966.776,2933.328,2939.466,2990.401,2928.346,2947.371,3048.263,2967.803,2941.575
3238,2915.712,2948.444,2963.667,2939.474,2936.534,2991.898,2933.007,2956.669,3050.071,2976.579,2943.038
3239,2913.075,2949.102,2962.949,2939.628,2935.447,2986.667,2925.118,2953.476,3046.141,2974.592,2943.217
3240,2914.253,2946.477,2962.718,2943.745,2936.019,2991.576,2928.037,2952.177,3048.096,2985.048,2940.958
3241,2912.555,2947.292,2965.942,2938.701,2935.827,2988.944,2926.412,2950.427,3049.801,2978.605,2937.617
3242,2913.945,2947.931,2965.237,2943.511,2934.312,2991.017,2927.125,2952.605,3062.917,2979.329,2940.946
3243,2913.671,2944.588,2966.769,2942.124,2936.51,2987.599,2923.934,2947.669,3058.083,2980.982,2942.421
3244,2914.089,2948.884,2959.705,2939,2937.764,2990.328,2927.956,2951.556,3054.269,2981.346,2939.071
3245,2910.569,2948.083,2965.75,2937.672,2938.188,2988.452,2929.581,2950.21,3054.449,2978.171,2941.137
3246,2916.541,2947.731,2964.013,2940.942,2937.62,2994.768,2928.206,2946.758,3047.955,2983.232,2940.517
3247,2916.5,2942.181,2964.186,2943.372,2933.466,2992.141,2928.875,2947.476,3037.917,2971.29,2937.613
3248,2916.726,2945.222,2968.904,2938.219,2934.418,2993.622,2931.448,2947.387,3046.679,2979.338,2943.229
3249,2908.726,2947.917,2966.199,2939.453,2936.308,2989.565,2932.846,2952.952,3047.718,2972.149,2936.208
3250,2919.719,2949.352,2969.006,2943.109,2940.192,2993.446,2930.596,2953.677,3054.673,2978.649,2944.821
3251,2914.075,2949.801,2969.75,2941.153,2938.211,2989.972,2930.735,2955.25,3054.532,2978.096,2944.562
3252,2914.11,2950.977,2969.667,2941.562,2934.99,2998.407,2932.213,2953.871,3048.231,2978.75,2943.283
3253,2912.308,2945.662,2967.058,2939.803,2937,2992.542,2930.89,2956.314,3052.211,2976.732,2941.958
3254,2914.836,2951.019,2968.782,2939.182,2938.005,2987.294,2926.64,2950.669,3047.461,2979.706,2946.367
3255,2907.87,2942.764,2969.577,2933.562,2933.231,2984.684,2921.809,2945.613,3037.013,2976.829,2942.329
3256,2913.411,2949.755,2969.218,2941.927,2935.394,2988.158,2934.103,2957.605,3038.539,2980.272,2940.671
3257,2911.589,2945.204,2964.295,2934.927,2936.808,2983.051,2925.537,2946.677,3040.064,2975.574,2940.242
3258,2910.26,2948.727,2972.635,2938.876,2940.188,2988.531,2931.044,2956.314,3045.949,2977.947,2938.958
3259,2914.411,2948.986,2965.147,2936.978,2935.923,2983.266,2930.581,2949.129,3049.083,2978.877,2941.913
3260,2909.89,2948.856,2966.782,2942.416,2936.178,2987.542,2931.669,2949.419,3046.442,2979.004,2940.562
3261,2911.418,2942.44,2963.244,2936.854,2936.351,2991.876,2927.007,2949.54,3053.929,2978.478,2938.321
3262,2911.918,2945.407,2967.045,2937.131,2937.043,2987.667,2929.809,2950,3053.308,2974.469,2937.604
3263,2912.815,2946.407,2972.353,2936.015,2938.37,2989.938,2930.823,2946.29,3049.75,2979.149,2939.717
3264,2910.931,2945.083,2968.603,2940.117,2936.774,2986.362,2927.39,2950.718,3053.603,2980,2941.538
3265,2912.418,2947.583,2966.083,2944.007,2936.144,2986.604,2929.073,2946.097,3053.333,2973.268,2938.296
3266,2913.349,2949.343,2967.641,2939.496,2934.49,2983.661,2926.294,2953.605,3053.218,2975.123,2940.75
3267,2913.541,2948.727,2970.711,2934.869,2934.817,2982.22,2928.581,2953.96,3053.256,2974.816,2939.246
3268,2911.363,2949.292,2966.744,2938.35,2935.322,2983.712,2930.478,2951.927,3048.147,2971.882,2941.35
3269,2912.24,2947.157,2965.103,2935.65,2934.635,2982.672,2928.397,2952.363,3039.051,2967.197,2941.167
3270,2916.925,2950.861,2963.603,2939.912,2939.543,2980.695,2929.662,2952.202,3034.821,2974.952,2941.646
3271,2914.253,2946.306,2969.724,2937.569,2936.356,2980.181,2932.662,2947.347,3031.423,2971.364,2942.575
3272,2914.87,2950.685,2967.942,2939.292,2939.899,2984.622,2928.294,2957.702,3033.263,2973.469,2943.004
3273,2914.548,2948.13,2965.711,2940.949,2934.029,2980.164,2931.581,2951.419,3038.179,2979.193,2936.133
3274,2917.445,2949.565,2967.372,2939.854,2938.649,2978.989,2932.927,2957.573,3038.609,2974.386,2943.033
3275,2914.027,2947.986,2967.571,2941.263,2936.827,2979.712,2926.838,2953.476,3045.571,2967.724,2940.775
3276,2913.534,2948.037,2965.397,2936.496,2937.649,2982.345,2929.323,2949.871,3051.961,2971.14,2938.887
3277,2911.151,2947.843,2965.25,2940.416,2940.236,2978.452,2931.846,2949.694,3045.981,2973.246,2941.271
3278,2913.918,2949.903,2966.455,2942.088,2936.303,2983.164,2930.125,2948.403,3052.513,2969.96,2935.938
3279,2911,2949.505,2965.814,2941.591,2934.385,2985.282,2931.86,2948.944,3053.647,2966.044,2937.242
3280,2910.829,2946.769,2964.968,2940.65,2933.914,2981.429,2931.529,2950.613,3048.821,2977.39,2938.246
3281,2909.466,2949.204,2967.314,2935.825,2934.639,2982.135,2929.228,2948.976,3048.391,2980.662,2937.212
3282,2911.753,2949.495,2965.321,2937.657,2935.164,2980.571,2927.537,2951.161,3055.744,2975.996,2941.238
3283,2909.507,2949.56,2970.789,2939.518,2937.851,2985.486,2930.993,2948.306,3057.25,2976.412,2935.6
3284,2915.397,2948.204,2967.66,2935.752,2936.731,2979.429,2929.154,2949.564,3056.519,2974.478,2937.254
3285,2907.431,2945.569,2966.718,2938.715,2932.582,2979.147,2928.515,2955.613,3051.122,2967.074,2940.475
3286,2916.637,2948.38,2970.039,2937.474,2933.534,2981.333,2926.882,2950.024,3056.968,2975.241,2939.142
3287,2913.007,2949.333,2966.558,2937.248,2937.716,2981.949,2929.802,2950.839,3058.833,2972.351,2943.712
3288,2912.377,2952.815,2968.385,2937.701,2936.067,2982.316,2925.941,2947.992,3046.596,2966.342,2938.442
3289,2911.445,2946.87,2962.667,2941.161,2934.615,2983.52,2927.177,2951.798,3049.513,2965.746,2939.746
3290,2912.507,2953.014,2967.641,2941.737,2930.779,2980.435,2929.493,2954.54,3050.468,2971.447,2941.267
3291,2914.267,2951.194,2968.564,2942.161,2938.495,2980.881,2934.162,2952.298,3056.269,2968.574,2940.892
3292,2914.911,2944.495,2972.705,2941.766,2937.885,2982.565,2930.912,2949.395,3066.372,2974.263,2939.15
3293,2916.822,2948.875,2967.058,2942.124,2935.62,2981.588,2928.507,2953.266,3064.468,2978.469,2940.229
3294,2911.897,2948.676,2969.885,2941.686,2935.111,2978.655,2931.294,2949.782,3055.571,2976.504,2939.45
3295,2910,2950.653,2969.564,2941.168,2933.115,2979.13,2930.169,2955.226,3066.167,2977.013,2940.342
3296,2911.206,2949.634,2972.776,2934.124,2935.178,2993.04,2930.463,2955.532,3065.09,2969,2941.283
3297,2908.856,2947.917,2966.077,2935.058,2934.332,2992.09,2926.537,2949.919,3053.526,2980.496,2937.079
3298,2916.678,2948.361,2970.186,2939.431,2936.971,2990.288,2929.213,2951.444,3059.449,2978.009,2938.75
3299,2915.986,2954.542,2964.051,2938.299,2938.226,2984.153,2932.14,2956.419,3061.404,2974.373,2940.075
3300,2910.89,2950.921,2971.128,2935.051,2934.164,2982.006,2926.338,2954.242,3055.461,2977.074,2941.483
3301,2921.555,2949.759,2967.378,2934.533,2938.284,2985.373,2931.698,2957.887,3059.071,2979.89,2942.962
3302,2917.041,2950.977,2967.218,2939.131,2940.611,2986.023,2929.375,2953.339,3048.59,2974.219,2941.071
3303,2916.76,2949.218,2969.872,2941.949,2936.918,2987.994,2929.838,2954.097,3053.436,2969.412,2939.712
3304,2914.479,2951.167,2971.378,2939.839,2935.711,2985.119,2931.493,2957.056,3060.423,2964.96,2943.975
3305,2908.377,2948.245,2968.256,2938.248,2935.457,2981.695,2924.404,2957.436,3058.327,2976.829,2941.208
3306,2913.61,2950.769,2964.519,2936.956,2935.414,2980.887,2926.228,2953.831,3050.122,2975.746,2938.962
3307,2915.616,2947.241,2964.192,2939.869,2937.88,2980.701,2929.882,2957.814,3056.628,2980.509,2945.421
3308,2915,2945.782,2963.551,2933.949,2935.664,2981.147,2929.912,2951.097,3053.301,2977.14,2940.642
3309,2915.157,2950.532,2968.391,2936.117,2937.947,2982.486,2932.279,2957.427,3057.494,2981.176,2943.208
3310,2915.192,2947.329,2969.256,2942.745,2934.678,2981.819,2933.875,2952.363,3056.692,2976.978,2942.175
3311,2917.678,2950.009,2968.583,2936.146,2937.519,2981.339,2929.302,2957.073,3053.737,2979.105,2942.704
3312,2916.87,2953.491,2970.865,2941.285,2935.99,2984.819,2933.448,2952.903,3052.365,2976.417,2942.333
3313,2913.575,2951.278,2971.968,2940.511,2934.207,2984.305,2931.257,2952.113,3043.731,2979.785,2942.167
3314,2912.993,2952.398,2967.949,2940.343,2937.841,2987.169,2932.647,2955.371,3050.019,2977.715,2942.554
3315,2915.603,2952.231,2967.34,2941.19,2937.678,2988.712,2931.721,2952.895,3054.808,2975.513,2943.042
3316,2915.911,2950.949,2967.917,2936.788,2935.99,2985.237,2929.419,2955.161,3059.622,2975.377,2939.413
3317,2920.329,2952.787,2969.506,2943.197,2936.438,2987.034,2931.831,2951.524,3055.205,2972.193,2947.762
3318,2916.315,2947.681,2965.058,2940.036,2936.928,2983.768,2929.206,2954.573,3055.673,2972.697,2945.337
3319,2918.767,2950.343,2972.25,2939.394,2938.76,2985.085,2927.316,2954.29,3059.301,2971.399,2944.004
3320,2913.185,2948.134,2969.378,2943.73,2937.231,2983.678,2929.853,2955.387,3048.372,2967.89,2943.146
3321,2920.075,2949.597,2966.942,2942.117,2938.577,2984.023,2933.61,2958.605,3055.532,2966.404,2940.738
3322,2915.336,2946.69,2970.391,2940.073,2937.279,2983.215,2929.662,2956.855,3062.378,2966.996,2941.254
3323,2912.74,2950.347,2969.378,2940.927,2934.88,2985.932,2927.515,2951.919,3054.494,2973.886,2943.908
3324,2913.096,2949.681,2967.955,2938.723,2934.702,2986.232,2932.735,2950.823,3057.968,2970.39,2945.304
3325,2914.171,2945.718,2968.731,2934.453,2935.024,2982.718,2930.493,2954.573,3042.936,2966.202,2939.5
3326,2909.952,2949.486,2967.256,2942.161,2938.13,2983.559,2932.132,2949.96,3054.135,2962.188,2943.821
3327,2913.527,2948.12,2963.513,2936.62,2933.918,2986.548,2932.213,2953.387,3058.276,2973.509,2938.879
3328,2912.829,2946.94,2967.551,2937.161,2934.255,2984.147,2931.257,2953.5,3060.603,2976.654,2937.067
3329,2915.281,2947.931,2969.885,2937.336,2935.697,2986.017,2932.868,2952.177,3062.378,2979.544,2941.546
3330,2918.192,2951.398,2965.795,2940.511,2936.923,2984.746,2930.588,2952.597,3056.609,2978.812,2941.938
3331,2916.356,2947.662,2966.872,2937.007,2937.135,2984.588,2928.581,2953.702,3051.936,2976.202,2944.383
3332,2911.185,2948.815,2966.878,2935.723,2933.817,2982.966,2928.478,2953.089,3057.699,2976.022,2941.033
3333,2915.904,2947.981,2966.045,2938.956,2936.24,2984.893,2933.206,2948.556,3058.019,2973.618,2946.675
3334,2915.747,2949.769,2969.186,2940.869,2935.755,2985.339,2931.794,2952.387,3060.417,2972.351,2941.579
3335,2913.075,2946.472,2963.91,2935.964,2933.125,2985.627,2928.265,2951.798,3050.295,2974.386,2940.646
3336,2914.103,2948.157,2964.936,2939.737,2936.322,2986.39,2931.169,2954.411,3056.122,2980.965,2944.554
3337,2912.788,2948.056,2966.25,2938.168,2933.067,2979.977,2926.625,2949.887,3044.506,2980.781,2940.95
3338,2917.151,2945.616,2969.5,2938.336,2935.466,2984.61,2929.735,2957.839,3049.211,2974.285,2942.975
3339,2913.952,2950.755,2966.378,2936.453,2935.149,2982.463,2930.015,2952.194,3056.564,2975.057,2939.742
3340,2911.726,2951.199,2970.91,2938.62,2937.611,2988.813,2932.544,2954.71,3052.006,2969.636,2941.304
3341,2913.137,2946.829,2967.461,2939.635,2939.404,2985.847,2932.603,2952.984,3054.135,2967.469,2940.246
3342,2915.644,2948.505,2965.128,2940.029,2938.836,2984.763,2931.963,2953.452,3054.513,2977.404,2944.887
3343,2913.5,2949.037,2965.744,2944.015,2936.567,2984.701,2928.279,2950.823,3053.064,2969.456,2940.208
3344,2912.623,2945.894,2966.487,2937.657,2938.058,2986.65,2927.669,2949.621,3046.929,2966.276,2940.733
3345,2918.884,2952.356,2965.667,2938.781,2937.466,2989.362,2933.331,2958.218,3056.833,2973.272,2941.996
3346,2913.274,2948.569,2964.026,2937.73,2938.635,2993.282,2927.794,2954.726,3051.147,2968.123,2945.4
3347,2915.931,2948.204,2969.237,2938.416,2939.414,2994.175,2931.441,2952.427,3059.032,2966.732,2940.008
3348,2917.726,2949.542,2968.59,2941.635,2938.923,2997.028,2930.081,2958.831,3062.263,2976.404,2943.075
3349,2914.966,2952.079,2967.833,2941.255,2938.62,2997.356,2928.971,2959.548,3059.974,2977.64,2946.767
3350,2915.87,2952.407,2967.083,2939.328,2938.24,2995.678,2932.493,2954.226,3052.904,2977.338,2946.292
3351,2915.685,2952.213,2970.404,2942.088,2937.019,2990.571,2931.544,2950.806,3046.987,2973.338,2946.646
3352,2913.527,2947.935,2967.289,2937.62,2937.755,2990.181,2928.904,2957.694,3042.423,2976.46,2944.546
3353,2910.384,2947.718,2971.051,2937.058,2938.183,2992.401,2926.206,2953.129,3046.885,2971.544,2943.567
3354,2914.767,2947.213,2965.167,2940.533,2939.231,2996.469,2930.11,2957.427,3046.609,2974.667,2942.875
